_id,Manufacturer Type (Type de fabricant),Manufacturer Name (Nom du fabricant),Manufacturer's Brand (Marque du fabricant)
1033,Microbrewer,Matron Brewing Inc. o/a Matron Fine Beer,Yeasayer
1034,Microbrewer,McGrath's Brewing Inc. o/a McGrath's Brewing,
1035,Microbrewer,Merit Brewing Limited o/a Merit Brewing Company,
1036,Microbrewer,Meuse Brewing Company Inc.,Saison De La Meuse 
1037,Microbrewer,Meyers Creek Brewing Company Inc. o/a Meyers Creek Brewing Company,Back Roads Vanilla Porter
1038,Microbrewer,Michael Noltie o/a Sod Buster Brewing Company,
1039,Microbrewer,Micheal Corrie o/a Stone House Brewing Company ,
1040,Microbrewer,Microbrewer,Flight Risk Sour
1041,Microbrewer,Midtown Brewing Company Inc.,
1042,Microbrewer,Miski Brewing Company Corp. o/a Miski Brewing Company ,Ancestral
1043,Microbrewer,Mod Beverage Inc. o/a Mod Beverage Inc.,Spectrum Beer Co.
1044,Microbrewer,Mod Beverage Inc. o/a Mod Beverage Inc.,Odin Brewing Company
1045,Microbrewer,Mod Beverage Inc. o/a Mod Beverage Inc.,Haus Beer Co
1046,Microbrewer,Mod Beverage Inc. o/a Mod Beverage Inc.,Myrtle Meadows IPA
1047,Microbrewer,Mod Beverage Inc. o/a Mod Beverage Inc.,Phantom
1048,Microbrewer,Mono Centre Brewing Company Ltd. o/a Mono Centre Brewing Co.,
1049,Microbrewer,Mudtown Station Inc. o/a Mudtown Station ,
1050,Microbrewer,Murray Street Brewing Company Inc. o/a The Merchant Ale House,
1051,Microbrewer,MVP Brewing Company Ltd. o/a MVP Brewing Company ,MVP Premium lager
1052,Microbrewer,NAC Importers Inc. o/a North American Craft,Trailer Park Boys
1053,Microbrewer,Nanoca Beverages Inc. o/a Nanoca Beverages Inc.,York Maple Stout
1054,Microbrewer,Nanoca Beverages Inc. o/a Nanoca Beverages Inc.,Parkside Amber Lager
1055,Microbrewer,Nanoca Beverages Inc. o/a Nanoca Beverages Inc.,Wisemen Pilsner
1056,Microbrewer,Nanoca Beverages Inc. o/a Nanoca Beverages Inc.,Bond Lake Blonde Ale
1057,Microbrewer,Nanoca Beverages Inc. o/a Nanoca Beverages Inc.,Mill Pond IPA
1058,Microbrewer,Nanoca Beverages Inc. o/a Nanoca Beverages Inc.,Nightingale Light
1059,Microbrewer,Natterjack Brewing Company Ltd.,
1060,Microbrewer,Neustadt Springs Brewery Ltd.,Neustadt - Brown Ale
1061,Microbrewer,Neustadt Springs Brewery Ltd.,Marzzen Lager
1062,Microbrewer,Neustadt Springs Brewery Ltd.,Scottish Pale Ale
1063,Microbrewer,Neustadt Springs Brewery Ltd.,Mill Gap English
1064,Microbrewer,Neustadt Springs Brewery Ltd.,Everard Mild
1065,Microbrewer,Neustadt Springs Brewery Ltd.,The Sourkraut
1066,Microbrewer,Neustadt Springs Brewery Ltd.,Vienna
1067,Microbrewer,Neustadt Springs Brewery Ltd.,Big Dog 
1068,Microbrewer,Neustadt Springs Brewery Ltd.,Texas Tea
1069,Microbrewer,Neustadt Springs Brewery Ltd.,Bruce County
1070,Microbrewer,New Limburg Brewing Company Ltd,Dubbel
1071,Microbrewer,New Limburg Brewing Company Ltd.,Belgian Blond
1072,Microbrewer,New Limburg Brewing Company Ltd.,Petit Blond
1073,Microbrewer,New Limburg Brewing Company Ltd.,Black Sheep
1074,Microbrewer,New Limburg Brewing Company Ltd.,Tripel
1075,Microbrewer,New Limburg Brewing Company Ltd.,Wit
1076,Microbrewer,New Limburg Brewing Company Ltd.,St. Arnoldus Quad
1077,Microbrewer,New Limburg Brewing Company Ltd.,Knight Beer Before Christmas
1078,Microbrewer,New Ontario Brewing Company Inc.,Bear Runner Blonde
1079,Microbrewer,New Ontario Brewing Company Inc.,Frisky Pete Pale Ale
1080,Microbrewer,New Ontario Brewing Company Inc.,4:33 Black IPA
1081,Microbrewer,New Ontario Brewing Company Inc.,Rat Catcher Rye Pale Ale
1082,Microbrewer,New Ontario Brewing Company Inc.,Ice Cutter Winter Wheat
1083,Microbrewer,New Ontario Brewing Company Inc.,Lamplighter Stout
1084,Microbrewer,Niagara College Learning Enterprise Corporation,First Draft
1085,Microbrewer,Nicholas Adema & Joshua Yazbeck o/a Dog Stack Brewing Company,"Triple IPA, Brown Ale, Pilsner, Belgian Blonde."
1086,Microbrewer,Nickel Brook Brewing Company Inc.,Cuvee
1087,Microbrewer,Nickel Brook Brewing Company Inc.,Draft
1088,Microbrewer,Nickel Brook Brewing Company Inc.,Green Apple Pilsner
1089,Microbrewer,Nickel Brook Brewing Company Inc.,Maple Porter
1090,Microbrewer,Nickel Brook Brewing Company Inc.,Nickel Brook Ale
1091,Microbrewer,Nickel Brook Brewing Company Inc.,Organic Lager
1092,Microbrewer,Nickel Brook Brewing Company Inc.,Organic White
1093,Microbrewer,Nickel Brook Brewing Company Inc.,Pilsner
1094,Microbrewer,Nickel Brook Brewing Company Inc.,Special Edition Scotch Ale
1095,Microbrewer,Nickel Brook Brewing Company Inc.,Special Edition Uniek Sour Cherry Ale
1096,Microbrewer,Nickel Brook Brewing Company Inc.,Spring and Winter Bock
1097,Microbrewer,Nita Beer Company Inc.,Ten12
1098,Microbrewer,Nita Beer Company Inc.,OPA
1099,Microbrewer,NITA BEER COMPANY INC.,Omne
1100,Microbrewer,NITA BEER COMPANY INC.,Trium
1101,Microbrewer,NITA BEER COMPANY INC.,Perfectum
1102,Microbrewer,"Nitty's Food Services Limited, o/a Toboggan Brewing Company",Toboggan Brewing Company
1103,Microbrewer,Nomad Brewing Inc.,Kentucky Common Ale
1104,Microbrewer,Nomad Brewing Inc.,Vienna Lager
1105,Microbrewer,Norgrove 673 Inc. o/a Caps Off Brewing Co.,Stovepipe Stout
1106,Microbrewer,Norgrove 673 Inc. o/a Caps Off Brewing Co.,Tip of the Hat Pale Ale
1107,Microbrewer,Norgrove 673 Inc. o/a Caps Off Brewing Co.,At The Drop of a Hat IPA
1108,Microbrewer,Norgrove 673 Inc. o/a Caps Off Brewing Co.,Hold Onto Your Tam Scottish Ale 
1109,Microbrewer,Norgrove 673 Inc. o/a Caps Off Brewing Co.,Cream Ale
1110,Microbrewer,Norgrove 673 Inc. o/a Caps Off Brewing Co.,Wheat Beer (flavours change with season)
1111,Microbrewer,NORSE BREWERY INC.,
1112,Microbrewer,North Works Brewing Company Inc.,IPA
1113,Microbrewer,North Works Brewing Company Inc.,Stout
1114,Microbrewer,Northern Superior Brewing Company Inc.,Northern Superior
1115,Microbrewer,Northern Superior Brewing Company Inc.,Northern Superior Extra Light
1116,Microbrewer,Northern Superior Brewing Company Inc.,Northern 55
1117,Microbrewer,Northern Superior Brewing Company Inc.,Northern 11PM
1118,Microbrewer,Northern Superior Brewing Company Inc.,17 North
1119,Microbrewer,NORTHUMBERLAND HILLS BREWERY,Long Weekend Lagered Ale
1120,Microbrewer,NORTHUMBERLAND HILLS BREWERY,Hoppy Go Lucky
1121,Microbrewer,NORTHUMBERLAND HILLS BREWERY,Cold Springs Pale Ale
1122,Microbrewer,NORTHUMBERLAND HILLS BREWERY,Honey Badger Wheat Ale
1123,Microbrewer,Northwinds Brewery Ltd.,Corduroy Rye India Pale Ale
1124,Microbrewer,Northwinds Brewery Ltd.,Three Stage Xtra Pale Ale (XPA)
1125,Microbrewer,Northwinds Brewery Ltd.,Kingping Lager
1126,Microbrewer,Old Credit Brewing Co. Ltd.,Old Credit Pale Pilsner
1127,Microbrewer,Old Credit Brewing Co. Ltd.,Old Credit Amber Ale
1128,Microbrewer,Old Credit Brewing Co. Ltd.,Old Credit Holiday Honey
1129,Microbrewer,Old Dog Brewing Company Inc.,Mad Dog - American Pale Ale
1130,Microbrewer,Old Flame Brewing Co. Ltd.,Blonde Lager
1131,Microbrewer,Old Flame Brewing Co. Ltd.,Vienna Lager
1132,Microbrewer,Old Flame Brewing Co. Ltd.,Munich Dark Lager
1133,Microbrewer,One Brewing Inc. o/a One Brewing Co.,
1134,Microbrewer,Ontario Beer Company Ltd.,Duggan's #9 IPA 
1135,Microbrewer,Ontario Beer Company Ltd.,Duggan's #5 Sorachi Lager
1136,Microbrewer,Ontario Beer Company Ltd.,Ontario 100 Mile Ale
1137,Microbrewer,Ontario Beer Company Ltd.,Ontario 100 Mile Lager
1138,Microbrewer,Orange Snail Brewers,Iron Pig Ale
1139,Microbrewer,Orange Snail Brewers,Rattle 'N' Nemo
1140,Microbrewer,Orange Snail Brewers,16 Jasper IPA
1141,Microbrewer,Orange Snail Brewers Ltd,Iron Pig 
1142,Microbrewer,Orange Snail Brewers Ltd,Rattle 'N' Nemo
1143,Microbrewer,Orange Snail Brewers Ltd,16 Jasper IPA 
1144,Microbrewer,Original Local Beers Incorporated o/a Original Local Beers,
1145,Microbrewer,Orillia Brewing Company Inc. o/a Couchiching Craft Brewing Co.,
1146,Microbrewer,Orleans Brewing Inc. o/a Orleans Brewing Co.,Kolsch Me Ousside - Lagered Ale
1147,Microbrewer,Orleans Brewing Inc. o/a Orleans Brewing Co.,Billy Bob Bison - American Pale Ale
1148,Microbrewer,Orleans Brewing Inc. o/a Orleans Brewing Co.,Wild Wild West - West Coast IPA
1149,Microbrewer,Orleans Brewing Inc. o/a Orleans Brewing Co.,Black Hop Down - Imperial Stout
1150,Microbrewer,Outlaw Brew Co. Inc.,Outlaw Bronco
1151,Microbrewer,Outlaw Brew Co. Inc.,Outlaw Bandit
1152,Microbrewer,Outlaw Brew Co. Inc.,Outlaw 21
1153,Microbrewer,Outlaw Brew Co. Inc.,2Moon Junction
1154,Microbrewer,Outspoken Brewing Inc.,Outspoken Blonde Ale
1155,Microbrewer,Outspoken Brewing Inc.,Rabbit's Foot IPA
1156,Microbrewer,Overflow Brewing Company Incorporated o/a Overflow Brewery,
1157,Microbrewer,Owen Roth o/a Passage Brewery,
1158,Microbrewer,Paniza Brewing Co Inc. o/a Paniza Brewing Co.,
1159,Microbrewer,Paris Brewing and Malting Inc. o/a Paris Brewing and Malting ,
1160,Microbrewer,Parsons Brewing Co.,Mousetrap Rye Pale Ale
1161,Microbrewer,Parsons Brewing Co.,Grandpa Miguel's Coffee Stout
1162,Microbrewer,Parsons Brewing Co.,Watermelon Wheat
1163,Microbrewer,Parsons Brewing Co.,Westy West Coast Pale Ale
1164,Microbrewer,Parsons Brewing Co.,Crushable County Ale
1165,Microbrewer,Parsons Brewing Co.,Hockey Saison
1166,Microbrewer,Parsons Brewing Co.,Farmer's Tan Harvest Ale
1167,Microbrewer,Paterson Twins Limited O/A Paterson Twins,Staghead Lager
1168,Microbrewer,Paterson Twins Limited O/A Paterson Twins,Staghead Lite Lager
1169,Microbrewer,"Paul Card, Darryl Owen o/a Conspiracy Theory Brewing Company",
1170,Microbrewer,Peel St Beverage Company Inc.,
1171,Microbrewer,Peel St Beverage Company Inc. o/a Peel St Beverage Company,
1172,Microbrewer,People's Pint Brewing Company Inc. o/a People's Pint Brewing Company,
1173,Microbrewer,Perth Brewery Ltd.,121 Lager
1174,Microbrewer,Perth Brewery Ltd.,Euro Pilsner
1175,Microbrewer,Perth Brewery Ltd.,Hopside IPA
1176,Microbrewer,Perth Brewery Ltd.,Cabin Fever Red Ale
1177,Microbrewer,Perth Brewery Ltd.,Roundhouse Porter
1178,Microbrewer,Point Brewing Company Inc. o/a Point Brewing Company Inc.,
1179,Microbrewer,Port Dalhousie Supply Company Inc. ,
1180,Microbrewer,Post-Game Brewing Company Inc. ,Locker Room Lager
1181,Microbrewer,"Powerhouse Brewing Company, Limited",
1182,Microbrewer,Prairie Baard Corp. o/a Prairie Baard,Prairie Baard Golden Ale
1183,Microbrewer,Prince Eddy's Brewing Company Ltd.,Chin Dropper Blonde Ale
1184,Microbrewer,Prince Eddy's Brewing Company Ltd.,El Shaka Pale Ale
1185,Microbrewer,Prince Eddy's Brewing Company Ltd.,Eddy Creme Ale
1186,Microbrewer,Prince Eddy's Brewing Company Ltd.,Fresh Coast IPA
1187,Microbrewer,Prince Eddy's Brewing Company Ltd.,Citra IPA
1188,Microbrewer,Prince Eddy's Brewing Company Ltd.,Milkshake Stout
1189,Microbrewer,Q4Q Beer Company Ltd.,Naughty Otter
1190,Microbrewer,Quayle's Brewery Inc o/a Quayle's Brewery,
1191,Microbrewer,Radical Road Brewing Company Inc.,
1192,Microbrewer,Railway City Brewing Company Ltd.,Dead Elephant Ale
1193,Microbrewer,Railway City Brewing Company Ltd.,Fire Roasted Mocha Porter
1194,Microbrewer,Railway City Brewing Company Ltd.,Iron Spike Amber
1195,Microbrewer,Railway City Brewing Company Ltd.,Iron Spike Blond
1196,Microbrewer,Railway City Brewing Company Ltd.,Iron Spike Copper
1197,Microbrewer,Railway City Brewing Company Ltd.,Spike Light
1198,Microbrewer,Rainhard Brewing Company Inc.,Armed N'Citra (American Pale Ale)
1199,Microbrewer,Rainhard Brewing Company Inc.,Asystole (Double IPA)
1200,Microbrewer,Rainhard Brewing Company Inc.,Hearts Collide (Stout)
1201,Microbrewer,Rally Beer Company Limited o/a Rally Beer,Rally Golden Ale
1202,Microbrewer,Red Barn Brewing Company Inc. o/a Red Barn Brewing Company,Home Farm- Blonde Ale 
1203,Microbrewer,Red Barn Brewing Company Inc. o/a Red Barn Brewing Company,The Sharecropper- Belgian Style Wit
1204,Microbrewer,Red Barn Brewing Company Inc. o/a Red Barn Brewing Company,Last Pass- Session IPA
1205,Microbrewer,Red Barn Brewing Company Inc. o/a Red Barn Brewing Company,Harwich Moon- Chocolate Porter
1206,Microbrewer,Red Shed Inc.,Blonde
1207,Microbrewer,Red Shed Inc.,ISA
1208,Microbrewer,Red Tape Brewery Inc. o/a Red Tape Brewery ,
1209,Microbrewer,Red Thread Brewing Corp.,Make Tracks (All Natural Lager)
1210,Microbrewer,Red Thread Brewing Corp.,Red X (Natural Red Ale)
1211,Microbrewer,Red Thread Brewing Corp.,23:13 (Natural Craft Lager)
1212,Microbrewer,Red Thread Brewing Corp.,"Anytime, Anywhere Saison"
1213,Microbrewer,Red Thread Brewing Corp.,Surely Temple Anglo Saison
1214,Microbrewer,Red Thread Brewing Corp.,Sex Panther Lactose (Orange Stout)
1215,Microbrewer,Red Thread Brewing Corp.,Cafe Soleil Expresso (Infused Red Ale)
1216,Microbrewer,Red Thread Brewing Corp.,Barrel Aged Series 1: B1 Cabernet
1217,Microbrewer,Red Thread Brewing Corp.,Barrel Aged Series 1: B2 French Oak
1218,Microbrewer,Redchurch Brewing LP o/a Avling Brewery and Kitchen,Alvin Pilsner 
1219,Microbrewer,Redchurch Brewing LP o/a Avling Brewery and Kitchen,Alvin IPA
1220,Microbrewer,Redline Brewhouse Inc.,5:01 Golden Ale
1221,Microbrewer,Redline Brewhouse Inc.,Clutch American Pale Ale
1222,Microbrewer,Redline Brewhouse Inc.,Speed Wobble American Ale
1223,Microbrewer,Redneck Eatz Inc. o/a Redneck Brewing Company,Redneck Lager
1224,Microbrewer,Refined Fool Brewing Company Inc.,Nut Brown - The Brouhaha
1225,Microbrewer,Refined Fool Brewing Company Inc.,Milk Stout - Joe Sent Me
1226,Microbrewer,Refined Fool Brewing Company Inc.,Rye Saison - Noble Oaf
1227,Microbrewer,Refined Fool Brewing Company Inc.,Vanilla Porter - Ripsnorter
1228,Microbrewer,Refined Fool Brewing Company Inc.,IPA - Antique Peepshow
1229,Microbrewer,Refined Fool Brewing Company Inc.,"Double IPA - Short Pier, Long Walk"
1230,Microbrewer,Renata Roman & Eugene Roman o/a Rosewood Estates Winery and Meadery,
1231,Microbrewer,Reverence Barrel Works Corp. o/a Reverence Barrel Works ,Germane
1232,Microbrewer,Reverence Barrel Works Corp. o/a Reverence Barrel Works ,Squamish
1233,Microbrewer,Reverence Barrel Works Corp. o/a Reverence Barrel Works ,Jitterbug
1234,Microbrewer,Reverence Barrel Works Corp. o/a Reverence Barrel Works ,Glou Glou
1235,Microbrewer,Reverence Barrel Works Corp. o/a Reverence Barrel Works ,Assiduous
1236,Microbrewer,Ridge Rock Brewing Company Limited o/a Ridge Rock Brewing Company,
1237,Microbrewer,River Run Brew Corp. o/a River Run Brew Co,River Run (Blonde Ale)
1238,Microbrewer,River Run Brew Corp. o/a River Run Brew Co ,Sweet Nectar (American Pale Ale)
1239,Microbrewer,River Run Brew Corp. o/a River Run Brew Co ,Red Light (Red Ale)
1240,Microbrewer,River Run Brew Corp. o/a River Run Brew Co ,Beast Master - Coffee Stout
1241,Microbrewer,River Run Brew Corp. o/a River Run Brew Co ,Coconut Cove - Coconut Porter
1242,Microbrewer,Riverhead Brewing Company Ltd.,Tropical - Indian Pale Ale
1243,Microbrewer,Riverhead Brewing Company Ltd. ,Irish - Red Ale
1244,Microbrewer,Riverhead Brewing Company Ltd. ,Craft Lager - German Lager
1245,Microbrewer,Riverhead Brewing Company Ltd. ,London Porter
1246,Microbrewer,Ronal Masil o/a Cold Springs Brewery,
1247,Microbrewer,RORSCHACH BREWING INC.,
1248,Microbrewer,Rose City Beer Works Inc.,"Ipa, IIpa, Stouts, Imperial Stouts, Barley Wines, Porters, Ales, Sours, Kettle sours, Fruited sours"
1249,Microbrewer,Rouge River Brewing Company Inc.,Dankster's Paradise
1250,Microbrewer,Rouge River Brewing Company Inc. ,Rise of the Planet of the APAs
1251,Microbrewer,Rouge River Brewing Company Inc. ,Holy Trinity IPA
1252,Microbrewer,Rouge River Brewing Company Inc. ,Cherry Sour
1253,Microbrewer,Rouge River Brewing Company Inc. ,Forgot About Drei
1254,Microbrewer,Rouge River Brewing Company Inc. ,Autumn IPA
1255,Microbrewer,Rouge River Brewing Company Inc. ,Autumn Pale Ale
1256,Microbrewer,Rouge River Brewing Company Inc. ,Rakau Wet Hop Pale Ale
1257,Microbrewer,Royal City Brewing Company Inc.,Smoked Honey Ale
1258,Microbrewer,Royal City Brewing Company Inc.,Morning Stout
1259,Microbrewer,Royal City Brewing Company Inc.,Dry Hops Pale Ale
1260,Microbrewer,Rural Roots Brewing Co. Ltd. o/a Rural Roots Brewing Co.,
1261,Microbrewer,Rurban Brewing Ltd.,Stops and Goes Gose
1262,Microbrewer,Rurban Brewing Ltd.,Palatine Pale Ale
1263,Microbrewer,Rurban Brewing Ltd.,Alestake and Evergreen IPA
1264,Microbrewer,Rurban Brewing Ltd.,New Johnstown's Best Bitter
1265,Microbrewer,Rurban Brewing Ltd.,White-Tail Brown Ale
1266,Microbrewer,Rurban Brewing Ltd.,More Portly Than Stout Porter
1267,Microbrewer,Rurban Brewing Ltd.,A Darker Shade of Pale Bitter
1268,Microbrewer,Rurban Brewing Ltd.,Late Pale Ale
1269,Microbrewer,Rurban Brewing Ltd.,Wessex Barleywine
1270,Microbrewer,Rurban Brewing Ltd.,Old Bones Old Ale
1271,Microbrewer,Rurban Brewing Ltd.,Icha Russian Imperial Stout
1272,Microbrewer,Rurban Brewing Ltd.,Darkwing India Black Ale
1273,Microbrewer,Rurban Brewing Ltd.,Old Goat Bock
1274,Microbrewer,Rurban Brewing Ltd.,"In Russia, Porter Come to You Baltic Porter"
1275,Microbrewer,Rusty Wrench Brewing Company Inc. o/a Rusty Wrench Brewing Company ,
1276,Microbrewer,Ryan Peter George Vandenbroek o/a Erie St. Brewing Co.,Erie St. Premium Lager
1277,Microbrewer,Sage Mixology Bottle Manufacturing Inc. o/a Liberty Village Brewing Company,
1278,Microbrewer,Sassy Britches Brewing Co. Ltd. ,
1279,Microbrewer,Sauble Beach Brewing Ltd o/a Sauble Beach Brewing ,
1280,Microbrewer,Saulter Street Brewery Inc.,Riverside Pilsner
1281,Microbrewer,Sawdust City Brewing Company Inc.,Golden Beach Pale Wheat
1282,Microbrewer,Sawdust City Brewing Company Inc.,Lone Pine IPA
1283,Microbrewer,Sawdust City Brewing Company Inc.,Ol'Woody Alt
1284,Microbrewer,Sawdust City Brewing Company Inc.,Skinny Dipping Stout
1285,Microbrewer,Sawdust City Brewing Company Inc.,Geteway Kolsch-Style Ale
1286,Microbrewer,Schomberg Brew Works Inc.,
1287,Microbrewer,Sean Walpole o/a The William Street Beer Company,North Shore Blonde Ale
1288,Microbrewer,Sean Walpole o/a The William Street Beer Company,Cliff Top Pale Ale
1289,Microbrewer,Shacklands Brewing Co. Ltd.,
1290,Microbrewer,Shed Brewing Company Ltd.,
1291,Microbrewer,SHILLOW BEER COMPANY INC.,Beerbistro Brown Ale
1292,Microbrewer,SHILLOW BEER COMPANY INC.,Bitter Waitress Black IPA
1293,Microbrewer,SHILLOW BEER COMPANY INC.,Beer Snob Belgian Rye Ale
1294,Microbrewer,SHILLOW BEER COMPANY INC.,The Humidity Belgian Saison
1295,Microbrewer,Short Finger Brewing Co. Ltd. o/a Short Finger Brewing Co,
1296,Microbrewer,Side Launch Brewing Company Inc.,Side Launch Wheat Beer
1297,Microbrewer,Side Launch Brewing Company Inc.,Side Launch Dark Lager
1298,Microbrewer,Side Launch Brewing Company Inc.,Side Launch Pale Ale
1299,Microbrewer,Silly Sir Brewing Co. Inc.,Sun Bear - Blonde with Tea & Honey
1300,Microbrewer,Silly Sir Brewing Co. Inc.,Easy Tiger Lemongrass Ale
1301,Microbrewer,Silversmith Brewing Company Limited,Black Lager
1302,Microbrewer,Silversmith Brewing Company Limited,Wheat Ale
1303,Microbrewer,Sin Bin Brew Company Ltd. o/a Brew Revolution,
1304,Microbrewer,Singha North America Inc. ,
1305,Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Montyís Blonde Ale
1306,Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Montyís Kolsch
1307,Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Montyís IPA
1308,Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Montyís Irish Red Ale
1309,Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Montyís Milk Stout
1310,Microbrewer,Slabtown Cider Inc. o/a Slabtown,
1311,Microbrewer,Slake Brewing Inc. o/a Slake Brewing ,Yellow Flowers (Table Beer)
1312,Microbrewer,Slake Brewing Inc. o/a Slake Brewing,Hatch (Pale Ale)
1313,Microbrewer,Slake Brewing Inc. o/a Slake Brewing,Mosey (Pilsner)
1314,Microbrewer,Slake Brewing Inc. o/a Slake Brewing,Super Sunset (Pale Ale)
1315,Microbrewer,Slake Brewing Inc. o/a Slake Brewing,WooHoo (Pilsner)
1316,Microbrewer,Sleeping Giant Brewing Co. Limited,360 Pale Ale
1317,Microbrewer,Sleeping Giant Brewing Co. Limited,Elevator Wheat Ale
1318,Microbrewer,Sleeping Giant Brewing Co. Limited,Skull Rock Stout
1319,Microbrewer,Small Pony Barrel Works Inc.,P.A. System
1320,Microbrewer,Small Pony Barrel Works Inc. ,Orange Whisper
1321,Microbrewer,Small Pony Barrel Works Inc. ,They Go Up!
1322,Microbrewer,Small Pony Barrel Works Inc. ,Something for Everyone
1323,Microbrewer,Small Pony Barrel Works Inc. ,Jam Hands
1324,Microbrewer,Something in the Water Inc. o/a Something in the Water Brewing Co.,Lee River Blackberry Vanilla Sour 
1325,Microbrewer,Sonnen Hill Brewing Ltd. o/a Sonnen Hill Brewing,
1326,Microbrewer,Sons of Kent Brewing Company Ltd.,Euro Slash Blonde
1327,Microbrewer,Sons of Kent Brewing Company Ltd.,Pony Boy Golden
1328,Microbrewer,Sons of Kent Brewing Company Ltd.,Fly Wheel Blonde
1329,Microbrewer,Sons of Kent Brewing Company Ltd.,1792 Envil English Ale
1330,Microbrewer,Sons of Kent Brewing Company Ltd.,8 Track XPA
1331,Microbrewer,Sons of Kent Brewing Company Ltd.,Blanco Sanchez White
1332,Microbrewer,Sons of Kent Brewing Company Ltd.,Spirit Wolf
1333,Microbrewer,Sons of Kent Brewing Company Ltd.,GNR
1334,Microbrewer,Sons of Kent Brewing Company Ltd.,Astor Pilsner
1335,Microbrewer,Sons of Kent Brewing Company Ltd.,Full Blast IPA
1336,Microbrewer,Sons of Kent Brewing Company Ltd.,Coco Beware Porter
1337,Microbrewer,South Branch Brewing Company Ltd. o/a South Branch Brewing Company,Kolsch Style Ale
1338,Microbrewer,South Branch Brewing Company Ltd. o/a South Branch Brewing Company,Saison Ale
1339,Microbrewer,South Branch Brewing Company Ltd. o/a South Branch Brewing Company,Indian Pale Ale
1340,Microbrewer,South Branch Brewing Company Ltd. o/a South Branch Brewing Company,Porter Style Ale
1341,Microbrewer,Spark Beer Inc. o/a Spark Beer,Black as Midnight on a Moonless Night
1342,Microbrewer,Spark Beer Inc. o/a Spark Beer,Manhire Berliner
1343,Microbrewer,Spark Beer Inc. o/a Spark Beer,Activities
1344,Microbrewer,Spark Beer Inc. o/a Spark Beer,Ovington Electric #2 Pale Ale
1345,Microbrewer,Spark Beer Inc. o/a Spark Beer,Amiable
1346,Microbrewer,Spearhead Enterprises Inc. o/a Spearhead Brewing Company,Spearhead Hawaiian Pale Ale
1347,Microbrewer,Split Rail Brewing Company Inc.,Split Rail Copper Lager
1348,Microbrewer,Split Rail Brewing Company Inc.,Split Rail Hawberry Ale
1349,Microbrewer,Split Rail Brewing Company Inc.,Split Rail Ale
1350,Microbrewer,Square Brew Inc. o/a Square Brew,Vienna is waiting
1351,Microbrewer,Square Brew Inc. o/a Square Brew,Square One Pilsner
1352,Microbrewer,Square Brew Inc. o/a Square Brew,Hop Milner India Pale Lager
1353,Microbrewer,Square Timber Brewing Company ,Timber Crib Pale Ale
1354,Microbrewer,Square Timber Brewing Company,Big Pine IPA
1355,Microbrewer,Square Timber Brewing Company,Camboose DIPA
1356,Microbrewer,Square Timber Brewing Company ,Deacon Seat Hefeweizen
1357,Microbrewer,Stack Brewing Corp.,Angry Moose
1358,Microbrewer,Stack Brewing Corp.,Valley Girl
1359,Microbrewer,Stack Brewing Corp.,Saturday Night
1360,Microbrewer,Stack Brewing Corp.,Black Rock
1361,Microbrewer,Stack Brewing Corp.,Les Portes de l'Enfer
1362,Microbrewer,Stack Brewing Corp.,No15 Brown Ale
1363,Microbrewer,Stack Brewing Corp.,Zingiber Pale Ale
1364,Microbrewer,Stack Brewing Corp.,Vanilla Chai Amber Ale
1365,Microbrewer,Stalwart Brewing Company Ltd,Bip Papa Peach and Apricot Pale Ale
1366,Microbrewer,Stalwart Brewing Company Ltd,Bad Moon Rye Stou
1367,Microbrewer,Stalwart Brewing Company Ltd,The Zigzagger IPA
1368,Microbrewer,Stalwart Brewing Company Ltd,Dr. Feelgood IPA
1369,Microbrewer,Steadfast Brewing Company Inc. o/a Steadfast Brewing Company,
1370,Microbrewer,Steel Town Cider Corp. o/a Steel Town Brewery,Lost At Sea
1371,Microbrewer,Steel Town Cider Corp. o/a Steel Town Brewery,Stock
1372,Microbrewer,Steel Town Cider Corp. o/a Steel Town Brewery,Sarsaparilla Summer Stout 
1373,Microbrewer,Stephen Rodermond o/a Oranje Son Brewing Company,
1374,Microbrewer,Still Fields Partnership o/a Still Fields,
1375,Microbrewer,STONE CITY ALES INC.,12 Star Session Ale
1376,Microbrewer,STONE CITY ALES INC.,Uncharted IPA
1377,Microbrewer,STONE CITY ALES INC.,Windward Belgium Wheat
1378,Microbrewer,STONE CITY ALES INC.,Ship in the Night Oatmeal Stout
1379,Microbrewer,Stonehooker Brewing Company Ltd o/a Stonehooker Brewing Company ,Broad Reach
1380,Microbrewer,Stonepicker Brewing Company Inc. o/a Stonepicker Brewing Company,
1381,Microbrewer,Storm Stayed Brewing Company Inc.,
1382,Microbrewer,Storyteller Beverages Inc.,Storyteller Lager 
1383,Microbrewer,Stratford Brewing Company,Stratford Pilsner
1384,Microbrewer,Strathroy Brewing Company Inc.,"""1812 Independence Pale Ale"""
1385,Microbrewer,Stray Dog Brewing Company Inc.,
1386,Microbrewer,Syndeo Beverage Incorporation o/a SyndÈo Beverage Co.,"Syndeo Connect, Light Lager"
1387,Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Wave
